Gracenote Coffee Boston,"[['4.7 stars 700 Reviews', ' 108 Lincoln St']]"
"
"
Thinking Cup,"[['4.4 stars 1,837 Reviews', ' 165 Tremont St'], ['4.4 stars 1,248 Reviews', ' 236 Hanover St'], ['4.5 stars 1,828 Reviews', ' 85 Newbury St']]"
"
"
George Howell Coffee,"[['4.6 stars 1,192 Reviews', ' 505 Washington St'], ['4.1 stars 92 Reviews', ' Public Market 100 Hanover St']]"
"
"
Broadsheet Coffee Roasters,"[['4.6 stars 634 Reviews', ' 100 Kirkland St'], ['4.6 stars 634 Reviews', ' 100 Kirkland St'], ['4.6 stars 634 Reviews', ' 100 Kirkland St']]"
"
"
Caffè Paradiso,"[['4.3 stars 672 Reviews', ' 255 Hanover St']]"
"
"
Ogawa Coffee,"[['4.5 stars 1,386 Reviews', ' 10 Milk St'], ['4.5 stars 1,386 Reviews', ' 10 Milk St']]"
"
"
Jaho Coffee Roaster & Wine Bar,"[['4.4 stars 1,630 Reviews', ' 665 Washington St'], ['4.4 stars 659 Reviews', ' 1651 Washington St'], ['4.2 stars 640 Reviews', ' 116 Huntington Ave'], ['4.4 stars 659 Reviews', ' 1651 Washington St'], ['4.6 stars 304 Reviews', ' 425 Massachusetts Ave']]"
"
"
Sip of Joy Café & Bakery,"[['4.9 stars 100 Reviews', ' 661 Tremont St'], ['4.9 stars 100 Reviews', ' 661 Tremont St']]"
"
"
Render Coffee,"[['4.5 stars 650 Reviews', ' 563 Columbus Ave APT 2'], ['4.1 stars 172 Reviews', ' 2 Drydock Ave'], ['4.5 stars 650 Reviews', ' 563 Columbus Ave APT 2']]"
"
"
The Well Coffee House,"[['4.7 stars 612 Reviews', ' 212 Washington St'], ['4.9 stars 61 Reviews', ' 173 Border St'], ['4.9 stars 61 Reviews', ' 173 Border St']]"
"
"
Tradesman Coffee Shop and Lounge,"[['4.5 stars 767 Reviews', ' 58 Batterymarch St']]"
"
"
Caffe Vittoria,"[['4.3 stars 2,156 Reviews', ' 290-296 Hanover St']]"
"
"
Diesel Cafe,"[['4.4 stars 1,279 Reviews', ' 257 Elm St']]"
"
"
Cicada,"[['4.5 stars 522 Reviews', ' 106 Prospect St'], ['4.5 stars 522 Reviews', ' 106 Prospect St']]"
"
"
Central Perk Coffee Co,"[['4.4 stars 263 Reviews', ' 205 Newbury St']]"
"
"
Blank Street Coffee,"[['4.9 stars 33 Reviews', ' 489 E Broadway'], ['4.4 stars 80 Reviews', ' 282 Cambridge St'], ['4.9 stars 33 Reviews', ' 489 E Broadway'], ['4.0 stars 93 Reviews', ' 647 Boylston St'], ['4.0 stars 65 Reviews', ' 1380 Massachusetts Ave']]"
"
"
Farmers Horse Coffee,"[['4.6 stars 452 Reviews', ' 374 Massachusetts Ave']]"
"
"
Starbucks,"[['3.8 stars 385 Reviews', ' 62 Boylston St'], ['4.2 stars 528 Reviews', ' 755 Boylston St'], ['3.9 stars 333 Reviews', ' 627 Tremont St #1'], ['4.1 stars 295 Reviews', ' 125 Summer St'], ['3.9 stars 232 Reviews', ' 103 Seaport Blvd'], ['4.0 stars 369 Reviews', ' 84 State St'], ['4.3 stars 134 Reviews', ' 142-148 Brookline Ave'], ['3.8 stars 232 Reviews', ' 364 Brookline Ave'], ['4.0 stars 176 Reviews', ' 874 Commonwealth Ave'], ['4.1 stars 262 Reviews', ' 1948 Beacon St'], ['4.3 stars 26 Reviews', ' 450 Water St'], ['4.1 stars 255 Reviews', ' 1662 Massachusetts Ave']]"
"
"
Caffè Nero,"[['4.4 stars 678 Reviews', ' 368 Congress St'], ['4.3 stars 367 Reviews', ' 564 Tremont St'], ['4.1 stars 217 Reviews', ' 416 W Broadway'], ['4.4 stars 192 Reviews', ' 103 Newbury St'], ['4.4 stars 306 Reviews', ' 1 Center Plz Suite 101'], ['4.4 stars 137 Reviews', ' 55 Northern Ave'], ['4.3 stars 313 Reviews', ' 360 Longwood Ave'], ['4.2 stars 326 Reviews', ' 1047 Commonwealth Ave'], ['4.2 stars 289 Reviews', ' One the Square Station Rd'], ['4.8 stars 324 Reviews', ' 11 Market Passage'], ['4.8 stars 317 Reviews', "" 17 King's Parade""], ['4.6 stars 54 Reviews', ' 22 Fitzroy St']]"
"
"
Phinista Cafe,"[['4.5 stars 712 Reviews', ' 96 Peterborough St'], ['4.5 stars 712 Reviews', ' 96 Peterborough St']]"
"
"
Kohi Coffee Company,"[['4.2 stars 295 Reviews', ' 130 Guest St'], ['3.6 stars 36 Reviews', ' 40 Berkeley St'], ['4.2 stars 295 Reviews', ' 130 Guest St']]"
"
"
Caffè dello Sport,"[['4.4 stars 616 Reviews', ' 308 Hanover St']]"
"
"
La Colombe Coffee Roasters,"[['4.6 stars 322 Reviews', ' 745 Atlantic Ave'], ['4.5 stars 287 Reviews', ' 29 Northern Ave']]"
"
"
Esthetic Bean Coffee Shop,"[['4.9 stars 145 Reviews', ' 16 Preble St']]"
"
"
Koko Coffee,"[['4.4 stars 139 Reviews', ' 255 State St']]"
"
"
Pavement Coffeehouse - Newbury,"[['4.2 stars 645 Reviews', ' 286 Newbury St']]"
"
"
Blue Bottle Coffee,"[['4.5 stars 92 Reviews', ' 113 Autumn Ln'], ['3.9 stars 176 Reviews', ' 33 Boylston St #3300'], ['4.3 stars 492 Reviews', ' 40 Bow St']]"
"
"
Kicco Italian Coffee,"[['4.6 stars 103 Reviews', ' 1 Nashua St']]"
"
"
Sidewalk Cafe South Boston,"[['4.5 stars 132 Reviews', ' 764 E 4th St']]"
"
"
CuppaCoffee Boston Westend,"[['4.6 stars 231 Reviews', ' 1 Merrimac St']]"
"
"
Sip Café,"[['4.5 stars 265 Reviews', ' 0 Post Office Square']]"
"
"
Intelligentsia Coffee Post Office Square Coffeebar,"[['4.3 stars 80 Reviews', ' 225 Franklin St']]"
"
"
Caffè Bene,"[['4.4 stars 727 Reviews', ' 333 Massachusetts Ave'], ['4.4 stars 727 Reviews', ' 333 Massachusetts Ave']]"
"
"
Phin Coffee House,"[['4.8 stars 500 Reviews', ' 10 High St']]"
"
"
For Five Coffee Boston,"[['4.2 stars 52 Reviews', ' 200 State St']]"
"
"
Flour Bakery + Cafe,"[['4.6 stars 1,890 Reviews', ' 131 Clarendon St']]"
"
"
Boston Back Bay Cafe,"[['4.0 stars 3 Reviews', ' 300 Terminal Dr # 11']]"
"
"
APM Coffee,"[['4.4 stars 118 Reviews', ' 99 Kneeland St']]"
"
"
Broadway’s Pastry & Coffee Shop,"[['4.5 stars 219 Reviews', ' 258 W Broadway']]"
"
"
The Sipping Room By Breeze,"[['4.7 stars 155 Reviews', ' 132 Jersey St'], ['4.7 stars 155 Reviews', ' 132 Jersey St'], ['4.7 stars 155 Reviews', ' 132 Jersey St']]"
"
"
Kneeland Café,"[['4.7 stars 49 Reviews', ' 75 Kneeland St']]"
"
"
Pavement Coffeehouse - Fenway,"[['4.2 stars 501 Reviews', ' 1334 Boylston St']]"
"
"
Tatte Bakery & Cafe | Charles St,"[['4.5 stars 1,786 Reviews', ' 70 Charles St']]"
"
"
Gracenote Coffee,"[['4.8 stars 41 Reviews', ' 72 High St']]"
"
"
PS Gourmet Coffee,"[['4.6 stars 271 Reviews', ' 106 Dorchester St']]"
"
"
Pavement Coffeehouse - Symphony,"[['4.3 stars 409 Reviews', ' 44 Gainsborough St']]"
"
"
Walk Up Coffee,"[['5.0 stars 5 Reviews', ' 2 Stillman St']]"
"
"
Caffe Ducali,"[['4.2 stars 72 Reviews', ' 289 Causeway St']]"
"
"
Cuppacoffee Boston South End,"[['4.5 stars 196 Reviews', ' 57 Traveler St']]"
"
"
Pavement Coffeehouse - Berklee,"[['4.2 stars 463 Reviews', ' 1096 Boylston St']]"
"
"
Tatte Bakery & Cafe | South Boston,"[['4.3 stars 138 Reviews', ' 60 Old Colony Ave']]"
"
"
Hudsons Coffee,"[['1.3 stars 31 Reviews', ' Boston Logan International Airport Terminal E Harborside Dr']]"
"
"
Espresso Love,"[['4.4 stars 182 Reviews', ' 33 Broad St']]"
"
"
Capital One Café,"[['4.4 stars 79 Reviews', ' 711 Boylston St']]"
"
"
Cafe Gloria,"[['4.5 stars 413 Reviews', ' 287 Maverick St']]"
"
"
Dudley Cafe,"[['4.2 stars 630 Reviews', ' 15 Warren St']]"
"
"
Cafe Landwer Back Bay,"[['4.7 stars 20 Reviews', ' 653 Boylston St']]"
"
"
Lily’s COFFEE & CAFÉ,"[['4.0 stars 334 Reviews', ' 33 Arch St']]"
"
"
Capitol Coffee House,"[['4.9 stars 283 Reviews', ' 122 Bowdoin St']]"
"
"
Polcari’s Coffee,"[['4.1 stars 145 Reviews', ' 105 Salem St']]"
"
"
Caffe Lil Italy,"[['4.4 stars 1,265 Reviews', ' 178 Salem St']]"
"
"
Cafe Landwer Audubon Circle,"[['4.5 stars 663 Reviews', ' 900 Beacon St'], ['4.4 stars 1,265 Reviews', ' 900 Beacon St'], ['4.4 stars 1,265 Reviews', ' 900 Beacon St']]"
"
"
